ID,编码,名称
2215,6413,琼山区
2216,6414,美兰区
2217,6420,三亚市
2218,6421,五指山市（省直辖）
2219,6422,吉阳区 
2220,6423,文昌市（省直辖）
2221,6424,琼海市（省直辖）
2222,6425,万宁市（省直辖）
2223,6426,定安县（省直辖）
2224,6427,屯昌县（省直辖）
2225,6428,澄迈县（省直辖）
2226,6429,临高县（省直辖）
2227,6431,儋州市（省直辖）
2228,6432,白沙黎族自治县（省直辖）
2229,6433,昌江黎族自治县（省直辖）
2230,6434,东方市（省直辖）
2231,6435,乐东黎族自治县（省直辖）
2232,6436,陵水黎族自治县（省直辖）
2233,6437,保亭黎族苗族自治县（省直辖）
2234,6438,琼中黎族苗族自治县（省直辖）
2235,6439,海棠区 
2236,6451,天涯区 
2237,6452,崖州区
2238,6440,三沙市
2239,,西沙群岛
2240,,中沙群岛
2241,,南沙群岛
2242,6500,四川省
2243,6510,成都市
2244,6511,金堂县
2245,6512,双流县
2246,6513,青羊区
2247,6514,郫　县
2248,6515,金牛区
2249,6516,彭州市
2250,6517,崇州市
2251,6518,大邑县
2252,6519,邛崃市
2253,6521,蒲江县
2254,6522,新津县
2255,6523,都江堰市
2256,6524,锦江区
2257,6525,武侯区
2258,6526,成华区
2259,6527,龙泉驿区
2260,6528,青白江区
2261,6529,新都区
2262,6531,温江区
2263,6550,自贡市
2264,6551,荣　县
2265,6552,富顺县
2266,6553,自流井区
2267,6554,贡井区
2268,6555,大安区
2269,6556,沿滩区
2270,6560,攀枝花市
2271,6561,米易县
2272,6562,盐边县
2273,6563,东区
2274,6564,西区
2275,6565,仁和区
2276,6570,泸州市
2277,6571,泸县
2278,6572,合江县
2279,6574,叙永县
2280,6575,古蔺县
2281,6576,江阳区
2282,6577,纳溪区
2283,6578,龙马潭区
2284,6580,德阳市
2285,6581,绵竹市
2286,6582,中江县
2287,6583,什邡市
2288,6584,广汉市
2289,6585,罗江县
2290,6586,旌阳区
2291,6590,绵阳市
2292,6591,三台县
2293,6592,盐亭县
2294,6593,安　县
2295,6594,梓潼县
2296,6595,北川羌族自治县
2297,6596,平武县
2298,6597,江油市
2299,6598,涪城区
2300,6599,游仙区
2301,6610,广元市
2302,6611,旺苍县
2303,6612,青川县
2304,6613,剑阁县
2305,6614,苍溪县
2306,6615,利州区
2307,6616,昭化区
2308,6617,朝天区
2309,6620,遂宁市
2310,6621,蓬溪县
2311,6622,射洪县
2312,6623,大英县
2313,6624,安居区
2314,6625,船山区
2315,6630,内江市
2316,6631,市中区
2317,6632,东兴区
2318,6634,威远县
2319,6635,资中县
2320,6638,隆昌县
2321,6650,乐山市
2322,6651,市中区
2323,6652,沙湾区
2324,6653,犍为县
2325,6654,井研县
2326,6655,夹江县
2327,6656,五通桥区
2328,6657,金口河区
2329,6658,沐川县
2330,6662,峨边彝族自治县
2331,6663,马边彝族自治县
2332,6664,峨眉山市
2333,6710,宜宾市
2334,6711,翠屏区
2335,6712,宜宾县
2336,6713,南溪区
2337,6714,江安县
2338,6715,长宁县
2339,6716,高县
2340,6717,筠连县
2341,6718,珙县
2342,6719,兴文县
2343,6721,屏山县
2344,6730,南充市
2345,6731,顺庆区
2346,6732,高坪区
2347,6734,南部县
2348,6736,营山县
2349,6738,蓬安县
2350,6739,仪陇县
2351,6742,西充县
2352,6743,阆中市
2353,6744,嘉陵区
2354,6750,达州市
2355,6751,通川区
2356,6752,达川区
2357,6753,宣汉县
2358,6754,开江县
2359,6755,万源市
2360,6761,大竹县
2361,6762,渠　县
2362,6770,雅安市
2363,6771,雨城区
2364,6772,名山区
2365,6773,荥经县
2366,6774,汉源县
2367,6775,石棉县
2368,6776,天全县
2369,6777,芦山县
2370,6778,宝兴县
2371,6790,阿坝藏族羌族自治州
2372,6791,汶川县
2373,6792,理县
2374,6793,茂县
2375,6794,松潘县
2376,6795,九寨沟县
2377,6796,金川县
2378,6797,小金县
2379,6798,黑水县
2380,6799,马尔康县
2381,6801,壤塘县
2382,6802,阿坝县
2383,6803,若尔盖县
2384,6804,红原县
2385,6810,甘孜藏族自治州
2386,6811,康定县
2387,6812,泸定县
2388,6813,丹巴县
2389,6814,九龙县
2390,6815,雅江县
2391,6816,道孚县
2392,6817,炉霍县
2393,6818,甘孜县
2394,6819,新龙县
2395,6821,德格县
2396,6822,白玉县
2397,6823,石渠县
2398,6824,色达县
2399,6825,理塘县
2400,6826,巴塘县
2401,6827,乡城县
2402,6828,稻城县
2403,6829,得荣县
2404,6840,凉山彝族自治州
2405,6841,西昌市
2406,6842,木里藏族自治县
2407,6843,盐源县
2408,6844,德昌县
2409,6845,会理县
2410,6846,会东县
2411,6847,宁南县
2412,6848,普格县
2413,6849,布拖县
2414,6851,金阳县
2415,6852,昭觉县
2416,6853,喜德县
2417,6854,冕宁县
2418,6855,越西县
2419,6856,甘洛县
2420,6857,美姑县
2421,6858,雷波县
2422,6670,眉山市
2423,6671,仁寿县
2424,6672,彭山区
2425,6673,洪雅县
2426,6674,丹棱县
2427,6675,青神县
2428,6676,东坡区
2429,6690,广安市
2430,6691,岳池县
2431,6692,武胜县
2432,6693,邻水县
2433,6694,华蓥市
2434,6695,广安区
2435,6696,前锋区
2436,6870,巴中市
2437,6871,通江县
2438,6872,南江县
2439,6873,平昌县
2440,6874,巴州区
2441,6875,恩阳区
2442,6880,资阳市
2443,6881,安岳县
2444,6882,乐至县
2445,6883,简阳市
2446,6884,雁江区
2447,6900,重庆市
2448,6901,大足区
2449,6902,合川区
2450,6903,万州区
2451,6904,涪陵区
2452,6905,渝中区
2453,6906,九龙坡区
2454,6907,南岸区
2455,6908,北碚区
2456,6909,綦江区
2457,6911,渝北区
2458,6912,巴南区
2459,6913,黔江区
2460,6914,潼南县
2461,6915,铜梁区
2462,6916,长寿区
2463,6917,江津区
2464,6918,荣昌县
2465,6919,璧山区
2466,6921,梁平县
2467,6922,城口县
2468,6923,丰都县
2469,6924,垫江县
2470,6925,武隆县
2471,6926,忠县
2472,6927,开县
2473,6928,云阳县
2474,6929,奉节县
2475,6931,巫山县
2476,6932,巫溪县
2477,6933,石柱土家族自治县
2478,6934,秀山土家族苗族自治县
2479,6935,酉阳土家族苗族自治县
2480,6936,彭水苗族土家族自治县
2481,6937,沙坪坝区
2482,6938,江北区
2483,6939,大渡口区
2484,6941,永川区
2485,6942,南川区
2486,7000,贵州省
2487,7004,贵安新区
2488,,花溪区
2489,,清镇市
2490,,平坝区
2491,,西秀区
2492,7010,贵阳市
2493,7011,开阳县
2494,7012,息烽县
2495,7013,修文县
2496,7014,清镇市
2497,7015,观山湖区
2498,7016,云岩区
2499,7017,南明区
2500,7018,花溪区
2501,7019,乌当区
2502,7081,白云区
2503,7020,六盘水市
2504,7021,水城县
2505,7022,盘县
2506,7023,钟山区
2507,7024,六枝特区
2508,7030,遵义市
2509,7032,遵义县
2510,7033,桐梓县
2511,7034,绥阳县
2512,7035,正安县
2513,7036,道真仡佬族苗族自治县
2514,7037,务川仡佬族苗族自治县
2515,7038,凤冈县
2516,7039,湄潭县
2517,7041,余庆县
2518,7042,仁怀市
2519,7043,赤水市
2520,7044,习水县
2521,7045,红花岗区
2522,7046,汇川区
2523,7050,铜仁市
2524,7051,碧江区
2525,7052,江口县
2526,7053,玉屏侗族自治县
2527,7054,石阡县
2528,7055,思南县
2529,7056,印江土家族苗族自治县
2530,7057,德江县
2531,7058,沿河土家族自治县
2532,7059,松桃苗族自治县
2533,7061,万山区
2534,7070,黔西南布依族苗族自治州
2535,7071,兴义市
2536,7072,兴仁县
2537,7073,普安县
2538,7074,晴隆县
2539,7075,贞丰县
2540,7076,望谟县
2541,7077,册亨县
2542,7078,安龙县
2543,7090,毕节市
2544,7091,七星关区
2545,7092,大方县
2546,7093,黔西县
2547,7094,金沙县
2548,7095,织金县
2549,7096,纳雍县
2550,7097,威宁彝族回族苗族自治县
2551,7098,赫章县
2552,7110,安顺市
2553,7117,平坝区
2554,7118,普定县
2555,7119,关岭布依族苗族自治县
2556,7121,镇宁布依族苗族自治县
2557,7122,紫云苗族布依族自治县
2558,7123,西秀区
2559,7130,黔东南苗族侗族自治州
2560,7131,凯里市
2561,7132,黄平县
2562,7133,施秉县
2563,7134,三穗县
2564,7135,镇远县
2565,7136,岑巩县
2566,7137,天柱县
2567,7138,锦屏县
2568,7139,剑河县
2569,7141,台江县
2570,7142,黎平县
2571,7143,榕江县
2572,7144,从江县
2573,7145,雷山县
2574,7146,麻江县
2575,7147,丹寨县
2576,7150,黔南布依族苗族自治州
2577,7151,都匀市
2578,7152,荔波县
2579,7153,贵定县
2580,7154,福泉市
2581,7155,瓮安县
2582,7156,独山县
2583,7157,平塘县
2584,7158,罗甸县
2585,7159,长顺县
2586,7161,龙里县
2587,7162,惠水县
2588,7163,三都水族自治县
2589,7300,云南省
2590,7310,昆明市
2591,7311,东川区
2592,7312,晋宁县
2593,7313,安宁市
2594,7314,富民县
2595,7315,宜良县
2596,7316,石林彝族自治县
2597,7317,嵩明县
2598,7318,禄劝彝族苗族自治县
2599,7319,寻甸回族彝族自治县
2600,7321,呈贡区
2601,7322,五华区
2602,7323,盘龙区
2603,7324,官渡区
2604,7325,西山区
2605,7340,昭通市
2606,7342,鲁甸县
2607,7343,巧家县
2608,7344,盐津县
2609,7345,大关县
2610,7346,永善县
2611,7347,绥江县
2612,7348,镇雄县
2613,7349,彝良县
2614,7351,威信县
2615,7352,水富县
2616,7353,昭阳区
2617,7360,曲靖市
2618,7362,马龙县
2619,7363,宣威市
2620,7364,富源县
2621,7365,罗平县
2622,7366,师宗县
2623,7367,陆良县
2624,7369,会泽县
2625,7371,沾益县
2626,7372,麒麟区
2627,7380,楚雄彝族自治州
2628,7381,楚雄市
2629,7382,双柏县
2630,7383,牟定县
2631,7384,南华县
2632,7385,姚安县
2633,7386,大姚县
2634,7387,永仁县
2635,7388,元谋县
2636,7389,武定县
2637,7391,禄丰县
2638,7410,玉溪市
2639,7411,红塔区
2640,7412,江川县
2641,7413,澄江县
2642,7414,通海县
2643,7415,华宁县
2644,7416,易门县
2645,7417,峨山彝族自治县
2646,7418,新平彝族傣族自治县
2647,7419,元江哈尼族彝族傣族自治县
2648,7430,红河哈尼族彝族自治州
2649,7431,个旧市
2650,7432,开远市
2651,7433,蒙自市
2652,7434,屏边苗族自治县
2653,7435,建水县
2654,7436,石屏县
2655,7437,弥勒市
2656,7438,泸西县
2657,7439,元阳县
2658,7441,红河县
2659,7442,金平苗族瑶族傣族自治县
2660,7443,绿春县
2661,7444,河口瑶族自治县
2662,7450,文山壮族苗族自治州
2663,7451,文山市
2664,7452,砚山县
2665,7453,西畴县
2666,7454,麻栗坡县
2667,7455,马关县
2668,7456,丘北县
2669,7457,广南县
2670,7458,富宁县
2671,7470,普洱市
2672,7471,思茅区
2673,7472,宁洱哈尼族彝族自治县
2674,7473,墨江哈尼族自治县
2675,7474,景东彝族自治县
2676,7475,景谷傣族彝族自治县
2677,7476,镇沅彝族哈尼族拉祜族自治县
2678,7477,江城哈尼族彝族自治县
2679,7478,孟连傣族拉祜族佤族自治县
2680,7479,澜沧拉祜族自治县
2681,7481,西盟佤族自治县
2682,7490,西双版纳傣族自治州
2683,7491,景洪市
2684,7492,勐海县
2685,7493,勐腊县
2686,7510,大理白族自治州
2687,7511,大理市
2688,7512,漾濞彝族自治县
2689,7513,祥云县
2690,7514,宾川县
2691,7515,弥渡县
2692,7516,南涧彝族自治县
2693,7517,巍山彝族回族自治县
2694,7518,永平县
2695,7519,云龙县
2696,7521,洱源县
2697,7522,剑川县
2698,7523,鹤庆县
2699,7530,保山市
2700,7531,隆阳区
2701,7532,施甸县
2702,7533,腾冲县
2703,7534,龙陵县
2704,7535,昌宁县
2705,7540,德宏傣族景颇族自治州
2706,7542,芒市
2707,7543,梁河县
2708,7544,盈江县
2709,7545,陇川县
2710,7546,瑞丽市
2711,7550,丽江市
2712,7551,古城区
2713,7552,永胜县
2714,7553,华坪县
2715,7554,宁蒗彝族自治县
2716,7555,玉龙纳西族自治县
2717,7560,怒江傈僳族自治州
2718,7561,泸水县
2719,7562,福贡县
2720,7563,贡山独龙族怒族自治县
2721,7564,兰坪白族普米族自治县
2722,7570,迪庆藏族自治州
2723,7571,香格里拉市
2724,7572,德钦县
2725,7573,维西傈僳族自治县
2726,7580,临沧市
2727,7581,临翔区
2728,7582,凤庆县
2729,7583,云　县
2730,7584,永德县
2731,7585,镇康县
2732,7586,双江拉祜族佤族布朗族傣族自治县
2733,7587,耿马傣族佤族自治县
2734,7588,沧源佤族自治县
2735,7700,西藏自治区
2736,7710,拉萨市
2737,7711,林周县
2738,7712,当雄县
2739,7713,尼木县
2740,7714,曲水县
2741,7715,堆龙德庆县
2742,7716,达孜县
2743,7717,墨竹工卡县
2744,7718,城关区
2745,7720,昌都市
2746,7721,卡若区
2747,7722,江达县
2748,7723,贡觉县
2749,7724,类乌齐县
2750,7725,丁青县
2751,7726,察雅县
2752,7727,八宿县
2753,7728,左贡县
2754,7729,芒康县
2755,7731,洛隆县
2756,7732,边坝县
2757,7740,山南地区
2758,7741,乃东县
2759,7742,扎囊县
2760,7743,贡嘎县
2761,7744,桑日县
2762,7745,琼结县
2763,7746,曲松县
2764,7747,措美县
2765,7748,洛扎县
2766,7749,加查县
2767,7751,隆子县
2768,7752,错那县
2769,7753,浪卡子县
2770,7760,日喀则市
2771,7761,桑珠孜区
2772,7762,南木林县
2773,7763,江孜县
2774,7764,定日县
2775,7765,萨迦县
2776,7766,拉孜县
2777,7767,昂仁县
2778,7768,谢通门县
2779,7769,白朗县
2780,7771,仁布县
2781,7772,康马县
2782,7773,定结县
2783,7774,仲巴县
2784,7775,亚东县
2785,7776,吉隆县
2786,7777,聂拉木县
2787,7778,萨嘎县
2788,7779,岗巴县
2789,7790,那曲地区
2790,7791,那曲县
2791,7792,嘉黎县
2792,7793,比如县
2793,7794,聂荣县
2794,7795,安多县
2795,7796,申扎县
2796,7797,索　县
2797,7798,班戈县
2798,7799,巴青县
2799,7801,尼玛县
2800,7802,双湖县
2801,7810,阿里地区
2802,7811,普兰县
2803,7812,札达县
2804,7813,噶尔县
2805,7814,日土县
2806,7815,革吉县
2807,7816,改则县
2808,7817,措勤县
2809,7830,林芝地区
2810,7831,林芝县
2811,7832,工布江达县
2812,7833,米林县
2813,7834,墨脱县
2814,7835,波密县
2815,7836,察隅县
2816,7837,朗县
2817,7900,陕西省
2818,7904,西咸新区
2819,,空港新城
2820,,沣东新城
2821,,秦汉新城
2822,,沣西新城
2823,,泾河新城
2824,7910,西安市
2825,7911,新城区
2826,7912,蓝田县
2827,7913,碑林区
2828,7914,周至县
2829,7915,户县
2830,7916,高陵区
2831,7917,临潼区
2832,7918,莲湖区
2833,7919,灞桥区
2834,8081,未央区
2835,8082,雁塔区
2836,8083,阎良区
2837,8084,长安区
2838,7920,铜川市
2839,7921,王益区
2840,7922,宜君县
2841,7923,印台区
2842,7924,耀州区
2843,7930,宝鸡市
2844,7931,渭滨区
2845,7932,凤翔县
2846,7933,岐山县
2847,7934,扶风县
2848,7935,眉　县
2849,7936,陇　县
2850,7937,千阳县
2851,7938,麟游县
2852,7939,凤　县
2853,7941,太白县
2854,7942,金台区
2855,7943,陈仓区
2856,7950,咸阳市
2857,7951,兴平市
2858,7952,三原县
2859,7953,泾阳县
2860,7954,乾　县
2861,7955,礼泉县
2862,7956,永寿县
2863,7957,彬　县
2864,7958,长武县
2865,7959,旬邑县
2866,7961,淳化县
2867,7962,武功县
2868,7963,秦都区
2869,7964,杨陵区
2870,7965,渭城区
2871,7970,渭南市
2872,7971,临渭区
2873,7972,韩城市
2874,7973,华县
2875,7974,华阴市
2876,7975,潼关县
2877,7976,大荔县
2878,7977,蒲城县
2879,7978,澄城县
2880,7979,白水县
2881,7981,合阳县
2882,7982,富平县
2883,7990,汉中市
2884,7991,汉台区
2885,7992,南郑县
2886,7993,城固县
2887,7994,洋县
2888,7995,西乡县
2889,7996,勉县
2890,7997,宁强县
2891,7998,略阳县
2892,7999,镇巴县
2893,8001,留坝县
2894,8002,佛坪县
2895,8010,安康市
2896,8011,汉滨区
2897,8012,汉阴县
2898,8013,石泉县
2899,8014,宁陕县
2900,8015,紫阳县
2901,8016,岚皋县
2902,8017,平利县
2903,8018,镇坪县
2904,8019,旬阳县
2905,8021,白河县
2906,8030,商洛市
2907,8031,商州区
2908,8032,洛南县
2909,8033,丹凤县
2910,8034,商南县
2911,8035,山阳县
2912,8036,镇安县
2913,8037,柞水县
2914,8040,延安市
2915,8041,宝塔区
2916,8042,延长县
2917,8043,延川县
2918,8044,子长县
2919,8045,安塞县
2920,8046,志丹县
2921,8047,吴起县
2922,8048,甘泉县
2923,8049,富　县
2924,8051,洛川县
2925,8052,宜川县
2926,8053,黄龙县
2927,8054,黄陵县
2928,8060,榆林市
2929,8061,榆阳区
2930,8062,神木县
2931,8063,府谷县
2932,8064,横山县
2933,8065,靖边县
2934,8066,定边县
2935,8067,绥德县
2936,8068,米脂县
2937,8069,佳县
2938,8071,吴堡县
2939,8072,清涧县
2940,8073,子洲县
2941,8200,甘肃省
2942,8210,兰州市
2943,8211,永登县
2944,8212,皋兰县
2945,8213,榆中县
2946,8214,七里河区
2947,8215,城关区
2948,8216,西固区
2949,8217,安宁区
2950,8218,红古区
2951,8220,嘉峪关市
2952,,雄关区
2953,,长城区
2954,,镜铁区
2955,8230,金昌市
2956,8231,永昌县
2957,8232,金川区
2958,8240,白银市
2959,8241,靖远县
2960,8242,会宁县
2961,8243,景泰县
2962,8244,白银区
2963,8245,平川区
2964,8250,天水市
2965,8251,清水县
2966,8252,秦安县
2967,8253,甘谷县
2968,8254,武山县
2969,8255,张家川回族自治县
2970,8256,秦州区
2971,8257,麦积区
2972,8260,酒泉市
2973,8261,玉门市
2974,8262,肃州区
2975,8263,敦煌市
2976,8264,金塔县
2977,8265,肃北蒙古族自治县
2978,8266,阿克塞哈萨克族自治县
2979,8267,瓜州县
2980,8270,张掖市
2981,8271,甘州区
2982,8272,肃南裕固族自治县
2983,8273,民乐县
2984,8274,临泽县
2985,8275,高台县
2986,8276,山丹县
2987,8280,武威市
2988,8281,凉州区
2989,8282,民勤县
2990,8283,古浪县
2991,8284,天祝藏族自治县
2992,8290,定西市
2993,8291,安定区
2994,8292,通渭县
2995,8293,陇西县
2996,8294,渭源县
2997,8295,临洮县
2998,8296,漳县
2999,8297,岷县
3000,8310,陇南市
3001,8311,武都区
3002,8312,宕昌县
3003,8313,成县
3004,8314,康县
3005,8315,文县
3006,8316,西和县
3007,8317,礼县
3008,8318,两当县
3009,8319,徽县
3010,8330,平凉市
3011,8331,崆峒区
3012,8332,泾川县
3013,8333,灵台县
3014,8334,崇信县
3015,8335,华亭县
3016,8336,庄浪县
3017,8337,静宁县
3018,8340,庆阳市
3019,8342,庆城县
3020,8343,环县
3021,8344,华池县
3022,8345,合水县
3023,8346,正宁县
3024,8347,宁县
3025,8348,镇原县
3026,8349,西峰区
3027,8360,临夏回族自治州
3028,8361,临夏市
3029,8362,临夏县
3030,8363,康乐县
3031,8364,永靖县
3032,8365,广河县
3033,8366,和政县
3034,8367,东乡族自治县
3035,8368,积石山保安族东乡族撒拉族自治县
3036,8380,甘南藏族自治州
3037,8381,临潭县
3038,8382,卓尼县
3039,8383,舟曲县
3040,8384,迭部县
3041,8385,玛曲县
3042,8386,碌曲县
3043,8387,夏河县
3044,8388,合作市
3045,8500,青海省
3046,8510,西宁市
3047,8511,大通回族土族自治县
3048,8512,湟中县
3049,8513,湟源县
3050,8514,城东区
3051,8515,城中区
3052,8516,城西区
3053,8517,城北区
3054,8520,海东市
3055,8521,平安县
3056,8522,民和回族土族自治县
3057,8523,乐都区
3058,8526,互助土族自治县
3059,8527,化隆回族自治县
3060,8528,循化撒拉族自治县
3061,8540,海北藏族自治州
3062,8541,门源回族自治县
3063,8542,祁连县
3064,8543,海晏县
3065,8544,刚察县
3066,8550,黄南藏族自治州
3067,8551,同仁县
3068,8552,尖扎县
3069,8553,泽库县
3070,8554,河南蒙古族自治县
3071,8560,海南藏族自治州
3072,8561,共和县
3073,8562,同德县
3074,8563,贵德县
3075,8564,兴海县
3076,8565,贵南县
3077,8570,果洛藏族自治州
3078,8571,玛沁县
3079,8572,班玛县
3080,8573,甘德县
3081,8574,达日县
3082,8575,久治县
3083,8576,玛多县
3084,8580,玉树藏族自治州
3085,8581,玉树县
3086,8582,杂多县
3087,8583,称多县
3088,8584,治多县
3089,8585,囊谦县
3090,8586,曲麻莱县
3091,8590,海西蒙古族藏族自治州
3092,8591,格尔木市
3093,8592,德令哈市
3094,8593,乌兰县
3095,8594,都兰县
3096,8595,天峻县
3097,8700,宁夏回族自治区
3098,8710,银川市
3099,8711,永宁县
3100,8712,贺兰县
3101,8713,灵武市
3102,8714,兴庆区
3103,8715,西夏区
3104,8716,金凤区
3105,8720,石嘴山市
3106,8721,平罗县
3107,8722,大武口区
3108,8723,惠农区
3109,8730,吴忠市
3110,8731,利通区
3111,8732,青铜峡市
3112,8733,红寺堡区
3113,8736,盐池县
3114,8737,同心县
3115,8740,固原市
3116,8741,原州区
3117,8743,西吉县
3118,8744,隆德县
3119,8745,泾源县
3120,8746,彭阳县
3121,8750,中卫市
3122,8751,中宁县
3123,8752,海原县
3124,8753,沙坡头区
3125,8800,新疆维吾尔族自治区
3126,8810,乌鲁木齐市
3127,8811,乌鲁木齐县
3128,8812,米东区
3129,8813,天山区
3130,8814,沙依巴克区
3131,8815,新市区
3132,8816,水磨沟区
3133,8817,头屯河区
3134,8818,达坂城区
3135,8820,克拉玛依市
3136,8821,独山子区
3137,8822,克拉玛依区
3138,8823,白碱滩区
3139,8824,乌尔禾区
3140,8830,吐鲁番地区
3141,8831,吐鲁番市
3142,8832,鄯善县
3143,8833,托克逊县
3144,8840,哈密地区
3145,8841,哈密市
3146,8842,巴里坤哈萨克自治县
3147,8843,伊吾县
3148,8850,昌吉回族自治州
3149,8851,昌吉市
3150,8853,呼图壁县
3151,8854,玛纳斯县
3152,8855,奇台县
3153,8856,阜康市
3154,8857,吉木萨尔县
3155,8858,木垒哈萨克自治县
3156,8870,博尔塔拉蒙古自治州
3157,8871,博乐市
3158,8872,精河县
3159,8873,温泉县
3160,8874,阿拉山口市
3161,8880,巴音郭楞蒙古自治州
3162,8881,库尔勒市
3163,8882,轮台县
3164,8883,尉犁县
3165,8884,若羌县
3166,8885,且末县
3167,8886,焉耆回族自治县
3168,8887,和静县
3169,8888,和硕县
3170,8889,博湖县
3171,8910,阿克苏地区
3172,8911,阿克苏市
3173,8912,温宿县
3174,8913,库车县
3175,8914,沙雅县
3176,8915,新和县
3177,8916,拜城县
3178,8917,乌什县
3179,8918,阿瓦提县
3180,8919,柯坪县
3181,8930,克孜勒苏柯尔克孜自治州
3182,8931,阿图什市
3183,8932,阿克陶县
3184,8933,阿合奇县
3185,8934,乌恰县
3186,8940,喀什地区
3187,8941,喀什市
3188,8942,疏附县
3189,8943,疏勒县
3190,8944,英吉沙县
3191,8945,泽普县
3192,8946,莎车县
3193,8947,叶城县
3194,8948,麦盖提县
3195,8949,岳普湖县
3196,8951,伽师县
3197,8952,巴楚县
3198,8953,塔什库尔干塔吉克自治县
3199,8960,和田地区
3200,8961,和田市
3201,8962,和田县
3202,8963,墨玉县
3203,8964,皮山县
3204,8965,洛浦县
3205,8966,策勒县
3206,8967,于田县
3207,8968,民丰县
3208,8980,伊犁哈萨克自治州
3209,8981,奎屯市
3210,8983,霍尔果斯市
3211,8991,伊宁市
3212,8992,伊宁县
3213,8993,察布查尔锡伯自治县
3214,8994,霍城县
3215,8995,巩留县
3216,8996,新源县
3217,8997,昭苏县
3218,8998,特克斯县
3219,8999,尼勒克县
3220,9010,塔城地区
3221,9011,塔城市
3222,9012,额敏县
3223,9013,乌苏市
3224,9014,沙湾县
3225,9015,托里县
3226,9016,裕民县
3227,9017,和布克赛尔蒙古自治县
3228,9020,阿勒泰地区
3229,9021,阿勒泰市
3230,9022,布尔津县
3231,9023,富蕴县
3232,9024,福海县
3233,9025,哈巴河县
3234,9026,青河县
3235,9027,吉木乃县
3236,9028,石河子市
3237,9028,石河子市
3238,9041,阿拉尔市
3239,9041,阿拉尔市
3240,9042,图木舒克市
3241,9042,图木舒克市
3242,9043,五家渠市
3243,9043,五家渠市
3244,9044,北屯市
3245,9044,北屯市
3246,9045,双河市
3247,9045,双河市
3248,8890,铁门关市
3249,8890,铁门关市
